images/000.png 0.20
images/001.png 0.28
images/002.png 0.32
images/003.png 0.44
images/004.png 0.66
images/005.png 0.80
images/006.png 1.00
images/007.png 1.60
images/008.png 2.20
images/009.png 3.00
